"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should fall back to the region when there is no city at all","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","resumes at review when draft is complete even after navigating back","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","2","selects a product by id","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/product","",""
"","0","advances saved last route when moving forward","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","1","should omit manual catalog attributeValues from the API body when reference is selected","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","2","passes multiple genders as array for API","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/modules/product","",""
"","1","should return undefined for an unknown country","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should accept a valid PK number and format it to E.164","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should trim the title when it has surrounding whitespace","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","1","returns a new object without mutating the source","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/modules/cart","",""
"","1","should not match a status that merely contains 'pending'","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/utils","",""
"","1","should match a partial name anywhere in the string","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should not block when the status is missing","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/utils","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","6","does not route again on the next launch","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","1","should map items and pagination when the payload is well formed","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should strip a pasted calling code","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","returns false for an empty draft","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","3","should reject missing, empty, zero, and non-numeric values","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","1","should not block statuses the backend decides on","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/utils","",""
"","1","should re-apply Saudi rules when switching back from another country","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should default price to zero when the backend omits it","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should match an option regardless of case or padding","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","1","should be sorted by English name","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should send a predefined option as the value itself","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should never emit +966 for a valid EG number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should map every field when the response is complete","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should return null when there is no status","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","maps cart totals into a CartSummary","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/modules/cart","",""
"","1","should handle empty input","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should prefer the API message","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","does not overwrite verified auth status when profile omits sellerVerifyStatus","","Wed Sep 02 15:32:32 UTC 2026","passed","Wed Sep 02 15:32:32 UTC 2026","","__tests__/utils","",""
"","1","detects active filters excluding mode and sections","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/product","",""
"","2","should trim digits beyond the country's maximum length","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should reject a number shorter than 9 digits","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","counts wizard and stepper steps for an early draft","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","0","should strip a national trunk prefix","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","treats near-zero moves as flat","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","resolveTrendDirection","src/modules/market/__tests__","",""
"","0","should include Saudi Arabia with its calling code and Arabic name","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","8","returns true once gender is selected","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","0","should not rewrite Jeddah to its province","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","preserves theme while resetting user session slices","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/store","",""
"","2","should still require manual catalog attributes when no reference is selected","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","0","should normalize the extracted code","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","should narrow as more digits of the calling code are typed","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","7","drops the code after the app is killed, leaving normal signup only","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","0","should keep the address when the code is the entire string","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should become ready once the market price lands","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","should default currency to SAR when the backend omits it","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should not match a longer alphanumeric token","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","maps each direction to a glyph","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","trendArrow","src/modules/market/__tests__","",""
"","0","should resolve the dial code for AE","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should reject a too-long number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should be idle when the listing has no watch reference","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","detects filter key change when second gender is added","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/modules/product","",""
"","1","should fall back to DRAFT when the status is unrecognized","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","5","keeps the code available while the session lives","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","1","produces null headlines and empty item lists","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","emptyMarketMovers","src/modules/market/__tests__","",""
"","0","should stay loading while both prices are missing","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","1","should ignore blank backend option values","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should send the SAR amount when the seller taps a recommendation","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","should never emit +966 for a valid IN number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should accept a valid AE number and format it to E.164","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should return null when the header is absent or unusable","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should match on the ISO code","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should send a NUMBER attribute's option as a number","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","3","should accept a valid US number and format it to E.164","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should never emit +966 for a valid US number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should be true for TEXT and NUMBER","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","2","does not downgrade saved last route when stepping back","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","0","should accept a numeric string","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","should leave an address without a code untouched","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should reject a too-short number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","returns exit for the first step","","Wed Sep 02 15:32:32 UTC 2026","passed","Wed Sep 02 15:32:32 UTC 2026","","__tests__/modules/listing","",""
"","1","should not match a code that is not at the start","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should never auto-fill the price from a recommendation","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","should not apply the Saudi leading-5 rule to other countries","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should keep a leading digit that is part of the number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","3","should accept a 9-digit number starting with 5","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","3","returns null for missing values so callers can show an empty state","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","formatSignedPct","src/modules/market/__tests__","",""
"","1","should accept a valid EG number and format it to E.164","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should allow a paid order through","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/utils","",""
"","0","should keep every Handle Drop option valid","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","keeps only pagination and sorting","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","clearFilters","__tests__/modules/product","",""
"","1","should apply to watch categories","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","3","fullResetPaymentState clears everything","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/checkout","",""
"","0","should become ready on retail alone, since that is a usable suggestion","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","6","should resolve the Saudi dial code to +966","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should never emit +966 for a valid GB number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should reject a number that does not start with 5","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should leave a plain city alone","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should force a new OTP after five wrong codes","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","2","should apply the same phone rules on signup","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should use the provided fallback when the API sent none","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should return null for attribute types that already have a picker","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","1","should merge partial filters when setFilters is dispatched","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should apply Saudi rules when no country is passed","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","counts each active dimension","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","hasActiveFilters / countActiveFilters / withFilterMeta","__tests__/modules/product","",""
"","1","should keep the Saudi placeholder identical to the existing one","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should accept a formatted or padded string","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","1","prefers an explicit backend direction over the sign","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","resolveTrendDirection","src/modules/market/__tests__","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","260","routes to product detail when attribution lands after several seconds","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","0","should map Diriyah to Riyadh","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
